Genome	Num bases covered	Frac bases covered	Frac bases covered over unambig	Average coverage/depth	Average coverage/depth over unambig
ebola_nonzaire, genome 0	18939	1.0	1.0	1.02962141613	1.02962141613
ebola_nonzaire, genome 0 (rc)	18939	1.0	1.0	1.02962141613	1.02962141613
ebola_nonzaire, genome 1	18939	1.0	1.0	1.02962141613	1.02962141613
ebola_nonzaire, genome 1 (rc)	18939	1.0	1.0	1.02962141613	1.02962141613
ebola_nonzaire, genome 2	18939	1.0	1.0	1.02962141613	1.02962141613
ebola_nonzaire, genome 2 (rc)	18939	1.0	1.0	1.02962141613	1.02962141613
ebola_nonzaire, genome 3	18939	1.0	1.0	1.02962141613	1.02962141613
ebola_nonzaire, genome 3 (rc)	18939	1.0	1.0	1.02962141613	1.02962141613
ebola_nonzaire, genome 4	18940	1.0	1.0	1.0348468849	1.0348468849
ebola_nonzaire, genome 4 (rc)	18940	1.0	1.0	1.0348468849	1.0348468849
ebola_nonzaire, genome 5	18940	1.0	1.0	1.0348468849	1.0348468849
ebola_nonzaire, genome 5 (rc)	18940	1.0	1.0	1.0348468849	1.0348468849
ebola_nonzaire, genome 6	18940	1.0	1.0	1.0348468849	1.0348468849
ebola_nonzaire, genome 6 (rc)	18940	1.0	1.0	1.0348468849	1.0348468849
ebola_nonzaire, genome 7	18875	1.0	1.0	1.00132450331	1.00132450331
ebola_nonzaire, genome 7 (rc)	18875	1.0	1.0	1.00132450331	1.00132450331
ebola_nonzaire, genome 8	18875	1.0	1.0	1.00132450331	1.00132450331
ebola_nonzaire, genome 8 (rc)	18875	1.0	1.0	1.00132450331	1.00132450331
ebola_nonzaire, genome 9	18875	1.0	1.0	1.00132450331	1.00132450331
ebola_nonzaire, genome 9 (rc)	18875	1.0	1.0	1.00132450331	1.00132450331
ebola_nonzaire, genome 10	18875	1.0	1.0	1.00132450331	1.00132450331
ebola_nonzaire, genome 10 (rc)	18875	1.0	1.0	1.00132450331	1.00132450331
ebola_nonzaire, genome 11	18891	1.0	1.0	1.00047641734	1.00047641734
ebola_nonzaire, genome 11 (rc)	18891	1.0	1.0	1.00047641734	1.00047641734
ebola_nonzaire, genome 12	18891	1.0	1.0	1.00047641734	1.00047641734
ebola_nonzaire, genome 12 (rc)	18891	1.0	1.0	1.00047641734	1.00047641734
ebola_nonzaire, genome 13	18891	1.0	1.0	1.00047641734	1.00047641734
ebola_nonzaire, genome 13 (rc)	18891	1.0	1.0	1.00047641734	1.00047641734
ebola_nonzaire, genome 14	18891	1.0	1.0	1.00047641734	1.00047641734
ebola_nonzaire, genome 14 (rc)	18891	1.0	1.0	1.00047641734	1.00047641734
ebola_nonzaire, genome 15	18959	1.0	1.0	1.00216256132	1.00216256132
ebola_nonzaire, genome 15 (rc)	18959	1.0	1.0	1.00216256132	1.00216256132
ebola_nonzaire, genome 16	18959	1.0	1.0	1.00216256132	1.00216256132
ebola_nonzaire, genome 16 (rc)	18959	1.0	1.0	1.00216256132	1.00216256132
ebola_nonzaire, genome 17	18959	1.0	1.0	1.00216256132	1.00216256132
ebola_nonzaire, genome 17 (rc)	18959	1.0	1.0	1.00216256132	1.00216256132
ebola_nonzaire, genome 18	18959	1.0	1.0	1.00216256132	1.00216256132
ebola_nonzaire, genome 18 (rc)	18959	1.0	1.0	1.00216256132	1.00216256132
ebola_nonzaire, genome 19	19111	1.0	1.0	1.00465700382	1.00465700382
ebola_nonzaire, genome 19 (rc)	19111	1.0	1.0	1.00465700382	1.00465700382
ebola_nonzaire, genome 20	18891	1.0	1.0	1.23339156212	1.23339156212
ebola_nonzaire, genome 20 (rc)	18891	1.0	1.0	1.23339156212	1.23339156212
ebola_nonzaire, genome 21	18891	1.0	1.0	1.20692393203	1.20692393203
ebola_nonzaire, genome 21 (rc)	18891	1.0	1.0	1.20692393203	1.20692393203
ebola_nonzaire, genome 22	18895	1.0	1.0	1.2119608362	1.2119608362
ebola_nonzaire, genome 22 (rc)	18895	1.0	1.0	1.2119608362	1.2119608362
ebola_nonzaire, genome 23	18891	1.0	1.0	1.20692393203	1.20692393203
ebola_nonzaire, genome 23 (rc)	18891	1.0	1.0	1.20692393203	1.20692393203
ebola_nonzaire, genome 24	18887	1.0	1.0	1.17541165881	1.17541165881
ebola_nonzaire, genome 24 (rc)	18887	1.0	1.0	1.17541165881	1.17541165881
ebola_nonzaire, genome 25	18891	1.0	1.0	1.20692393203	1.20692393203
ebola_nonzaire, genome 25 (rc)	18891	1.0	1.0	1.20692393203	1.20692393203
ebola_nonzaire, genome 26	18895	1.0	1.0	1.2119608362	1.2119608362
ebola_nonzaire, genome 26 (rc)	18895	1.0	1.0	1.2119608362	1.2119608362
ebola_nonzaire, genome 27	18891	1.0	1.0	1.20692393203	1.20692393203
ebola_nonzaire, genome 27 (rc)	18891	1.0	1.0	1.20692393203	1.20692393203
ebola_nonzaire, genome 28	18890	1.0	1.0	1.23875066173	1.23875066173
ebola_nonzaire, genome 28 (rc)	18890	1.0	1.0	1.23875066173	1.23875066173
ebola_nonzaire, genome 29	18891	1.0	1.0	1.20692393203	1.20692393203
ebola_nonzaire, genome 29 (rc)	18891	1.0	1.0	1.20692393203	1.20692393203
ebola_nonzaire, genome 30	18895	1.0	1.0	1.2119608362	1.2119608362
ebola_nonzaire, genome 30 (rc)	18895	1.0	1.0	1.2119608362	1.2119608362
ebola_nonzaire, genome 31	18891	1.0	1.0	1.20692393203	1.20692393203
ebola_nonzaire, genome 31 (rc)	18891	1.0	1.0	1.20692393203	1.20692393203
ebola_nonzaire, genome 32	18890	1.0	1.0	1.23875066173	1.23875066173
ebola_nonzaire, genome 32 (rc)	18890	1.0	1.0	1.23875066173	1.23875066173
ebola_nonzaire, genome 33	18890	1.0	1.0	1.23875066173	1.23875066173
ebola_nonzaire, genome 33 (rc)	18890	1.0	1.0	1.23875066173	1.23875066173
ebola_nonzaire, genome 34	18887	1.0	1.0	1.19129560015	1.19129560015
ebola_nonzaire, genome 34 (rc)	18887	1.0	1.0	1.19129560015	1.19129560015
ebola_nonzaire, genome 35	18836	1.0	1.00005309265	1.12550435337	1.12556410937
ebola_nonzaire, genome 35 (rc)	18836	1.0	1.00005309265	1.12550435337	1.12556410937
ebola_nonzaire, genome 36	18796	1.0	1.0	1.17578208129	1.17578208129
ebola_nonzaire, genome 36 (rc)	18796	1.0	1.0	1.17578208129	1.17578208129
ebola_nonzaire, genome 37	18875	1.0	1.0	1.10728476821	1.10728476821
ebola_nonzaire, genome 37 (rc)	18875	1.0	1.0	1.10728476821	1.10728476821
ebola_nonzaire, genome 38	18874	1.0	1.0	1.09674684752	1.09674684752
ebola_nonzaire, genome 38 (rc)	18874	1.0	1.0	1.09674684752	1.09674684752
ebola_nonzaire, genome 39	18874	1.0	1.0	1.09674684752	1.09674684752
ebola_nonzaire, genome 39 (rc)	18874	1.0	1.0	1.09674684752	1.09674684752
ebola_nonzaire, genome 40	18874	1.0	1.0	1.09674684752	1.09674684752
ebola_nonzaire, genome 40 (rc)	18874	1.0	1.0	1.09674684752	1.09674684752
ebola_nonzaire, genome 41	18875	1.0	1.0	1.10728476821	1.10728476821
ebola_nonzaire, genome 41 (rc)	18875	1.0	1.0	1.10728476821	1.10728476821
ebola_nonzaire, genome 42	18874	1.0	1.0	1.09674684752	1.09674684752
ebola_nonzaire, genome 42 (rc)	18874	1.0	1.0	1.09674684752	1.09674684752
ebola_nonzaire, genome 43	18875	1.0	1.0	1.11258278146	1.11258278146
ebola_nonzaire, genome 43 (rc)	18875	1.0	1.0	1.11258278146	1.11258278146
ebola_nonzaire, genome 44	18875	1.0	1.0	1.11258278146	1.11258278146
ebola_nonzaire, genome 44 (rc)	18875	1.0	1.0	1.11258278146	1.11258278146
ebola_nonzaire, genome 45	18875	1.0	1.0	1.11258278146	1.11258278146
ebola_nonzaire, genome 45 (rc)	18875	1.0	1.0	1.11258278146	1.11258278146
ebola_nonzaire, genome 46	18875	1.0	1.0	1.11258278146	1.11258278146
ebola_nonzaire, genome 46 (rc)	18875	1.0	1.0	1.11258278146	1.11258278146
ebola_nonzaire, genome 47	18875	1.0	1.0	1.11258278146	1.11258278146
ebola_nonzaire, genome 47 (rc)	18875	1.0	1.0	1.11258278146	1.11258278146
ebola_nonzaire, genome 48	18875	1.0	1.0	1.09668874172	1.09668874172
ebola_nonzaire, genome 48 (rc)	18875	1.0	1.0	1.09668874172	1.09668874172
ebola_nonzaire, genome 49	18875	1.0	1.0	1.09668874172	1.09668874172
ebola_nonzaire, genome 49 (rc)	18875	1.0	1.0	1.09668874172	1.09668874172
ebola_nonzaire, genome 50	18935	1.0	1.0	1.00343279641	1.00343279641
ebola_nonzaire, genome 50 (rc)	18935	1.0	1.0	1.00343279641	1.00343279641
ebola_nonzaire, genome 51	18935	1.0	1.0	1.00343279641	1.00343279641
ebola_nonzaire, genome 51 (rc)	18935	1.0	1.0	1.00343279641	1.00343279641
ebola_nonzaire, genome 52	18935	1.0	1.0	1.00343279641	1.00343279641
ebola_nonzaire, genome 52 (rc)	18935	1.0	1.0	1.00343279641	1.00343279641
