Genome	Num bases covered	Frac bases covered	Frac bases covered over unambig	Average coverage/depth	Average coverage/depth over unambig
rift_valley_fever, genome 0	11978	1.0	1.0	2.12890298881	2.12890298881
rift_valley_fever, genome 0 (rc)	11978	1.0	1.0	2.12890298881	2.12890298881
rift_valley_fever, genome 1	11980	1.0	1.0	2.20367278798	2.20367278798
rift_valley_fever, genome 1 (rc)	11980	1.0	1.0	2.20367278798	2.20367278798
rift_valley_fever, genome 2	1691	1.0	1.0	3.42992312241	3.42992312241
rift_valley_fever, genome 2 (rc)	1691	1.0	1.0	3.42992312241	3.42992312241
rift_valley_fever, genome 3	11980	1.0	1.0	2.11185308848	2.11185308848
rift_valley_fever, genome 3 (rc)	11980	1.0	1.0	2.11185308848	2.11185308848
rift_valley_fever, genome 4	11980	1.0	1.0	2.21202003339	2.21202003339
rift_valley_fever, genome 4 (rc)	11980	1.0	1.0	2.21202003339	2.21202003339
rift_valley_fever, genome 5	11978	1.0	1.0	2.17899482384	2.17899482384
rift_valley_fever, genome 5 (rc)	11978	1.0	1.0	2.17899482384	2.17899482384
rift_valley_fever, genome 6	1690	1.0	1.0	3.07692307692	3.07692307692
rift_valley_fever, genome 6 (rc)	1690	1.0	1.0	3.07692307692	3.07692307692
rift_valley_fever, genome 7	3885	1.0	1.0	2.16216216216	2.16216216216
rift_valley_fever, genome 7 (rc)	3885	1.0	1.0	2.16216216216	2.16216216216
rift_valley_fever, genome 8	11979	1.0	1.0	2.32072794056	2.32072794056
rift_valley_fever, genome 8 (rc)	11979	1.0	1.0	2.32072794056	2.32072794056
rift_valley_fever, genome 9	11979	1.0	1.0	1.95341848234	1.95341848234
rift_valley_fever, genome 9 (rc)	11979	1.0	1.0	1.95341848234	1.95341848234
rift_valley_fever, genome 10	11995	1.0	1.0	2.15089620675	2.15089620675
rift_valley_fever, genome 10 (rc)	11995	1.0	1.0	2.15089620675	2.15089620675
rift_valley_fever, genome 11	1690	1.0	1.0	2.89940828402	2.89940828402
rift_valley_fever, genome 11 (rc)	1690	1.0	1.0	2.89940828402	2.89940828402
rift_valley_fever, genome 12	1690	1.0	1.0	2.72189349112	2.72189349112
rift_valley_fever, genome 12 (rc)	1690	1.0	1.0	2.72189349112	2.72189349112
rift_valley_fever, genome 13	11980	1.0	1.0	1.89482470785	1.89482470785
rift_valley_fever, genome 13 (rc)	11980	1.0	1.0	1.89482470785	1.89482470785
rift_valley_fever, genome 14	1691	1.0	1.0	3.3116499113	3.3116499113
rift_valley_fever, genome 14 (rc)	1691	1.0	1.0	3.3116499113	3.3116499113
rift_valley_fever, genome 15	11979	1.0	1.0	2.32907588279	2.32907588279
rift_valley_fever, genome 15 (rc)	11979	1.0	1.0	2.32907588279	2.32907588279
rift_valley_fever, genome 16	11980	1.0	1.0	2.19532554257	2.19532554257
rift_valley_fever, genome 16 (rc)	11980	1.0	1.0	2.19532554257	2.19532554257
rift_valley_fever, genome 17	11980	1.0	1.0	2.17863105175	2.17863105175
rift_valley_fever, genome 17 (rc)	11980	1.0	1.0	2.17863105175	2.17863105175
rift_valley_fever, genome 18	1691	1.0	1.0	3.3116499113	3.3116499113
rift_valley_fever, genome 18 (rc)	1691	1.0	1.0	3.3116499113	3.3116499113
rift_valley_fever, genome 19	11979	1.0	1.0	2.17881292261	2.17881292261
rift_valley_fever, genome 19 (rc)	11979	1.0	1.0	2.17881292261	2.17881292261
rift_valley_fever, genome 20	1691	1.0	1.0	3.25251330574	3.25251330574
rift_valley_fever, genome 20 (rc)	1691	1.0	1.0	3.25251330574	3.25251330574
rift_valley_fever, genome 21	11980	1.0	1.0	2.16193656093	2.16193656093
rift_valley_fever, genome 21 (rc)	11980	1.0	1.0	2.16193656093	2.16193656093
rift_valley_fever, genome 22	11980	1.0	1.0	2.17028380634	2.17028380634
rift_valley_fever, genome 22 (rc)	11980	1.0	1.0	2.17028380634	2.17028380634
rift_valley_fever, genome 23	1692	1.0	1.0	2.65957446809	2.65957446809
rift_valley_fever, genome 23 (rc)	1692	1.0	1.0	2.65957446809	2.65957446809
rift_valley_fever, genome 24	1691	1.0	1.0	2.83855706682	2.83855706682
rift_valley_fever, genome 24 (rc)	1691	1.0	1.0	2.83855706682	2.83855706682
rift_valley_fever, genome 25	11979	1.0	1.0	2.08698555806	2.08698555806
rift_valley_fever, genome 25 (rc)	11979	1.0	1.0	2.08698555806	2.08698555806
rift_valley_fever, genome 26	1690	1.0	1.0	3.01775147929	3.01775147929
rift_valley_fever, genome 26 (rc)	1690	1.0	1.0	3.01775147929	3.01775147929
rift_valley_fever, genome 27	11979	1.0	1.0	2.13707321145	2.13707321145
