Genome	Num bases covered	Frac bases covered	Frac bases covered over unambig	Average coverage/depth	Average coverage/depth over unambig
measles, genome 0	15894	1.0	1.0	1.44708695105	1.44708695105
measles, genome 0 (rc)	15894	1.0	1.0	1.44708695105	1.44708695105
measles, genome 1	15894	1.0	1.0	1.46596199824	1.46596199824
measles, genome 1 (rc)	15894	1.0	1.0	1.46596199824	1.46596199824
measles, genome 2	15894	1.0	1.0	1.48483704543	1.48483704543
measles, genome 2 (rc)	15894	1.0	1.0	1.48483704543	1.48483704543
measles, genome 3	15894	1.0	1.0	1.49112872782	1.49112872782
measles, genome 3 (rc)	15894	1.0	1.0	1.49112872782	1.49112872782
measles, genome 4	15894	1.0	1.0	1.49112872782	1.49112872782
measles, genome 4 (rc)	15894	1.0	1.0	1.49112872782	1.49112872782
measles, genome 5	15894	1.0	1.0	1.49112872782	1.49112872782
measles, genome 5 (rc)	15894	1.0	1.0	1.49112872782	1.49112872782
measles, genome 6	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 6 (rc)	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 7	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 7 (rc)	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 8	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 8 (rc)	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 9	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 9 (rc)	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 10	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 10 (rc)	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 11	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 11 (rc)	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 12	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 12 (rc)	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 13	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 13 (rc)	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 14	15894	1.0	1.0	1.51629545741	1.51629545741
measles, genome 14 (rc)	15894	1.0	1.0	1.51629545741	1.51629545741
measles, genome 15	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 15 (rc)	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 16	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 16 (rc)	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 17	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 17 (rc)	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 18	15894	1.0	1.0	1.56033723418	1.56033723418
measles, genome 18 (rc)	15894	1.0	1.0	1.56033723418	1.56033723418
measles, genome 19	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 19 (rc)	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 20	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 20 (rc)	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 21	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 21 (rc)	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 22	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 22 (rc)	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 23	15894	1.0	1.0	1.56662891657	1.56662891657
measles, genome 23 (rc)	15894	1.0	1.0	1.56662891657	1.56662891657
measles, genome 24	15894	1.0	1.0	1.56033723418	1.56033723418
measles, genome 24 (rc)	15894	1.0	1.0	1.56033723418	1.56033723418
measles, genome 25	15894	1.0	1.0	1.24575311438	1.24575311438
measles, genome 25 (rc)	15894	1.0	1.0	1.24575311438	1.24575311438
measles, genome 26	15894	1.0	1.00006292078	1.51629545741	1.5163908639
measles, genome 26 (rc)	15894	1.0	1.00006292078	1.51629545741	1.5163908639
measles, genome 27	10491	1.0	1.0	1.42979696883	1.42979696883
measles, genome 27 (rc)	10491	1.0	1.0	1.42979696883	1.42979696883
measles, genome 28	10492	1.0	1.0	1.44872283645	1.44872283645
measles, genome 28 (rc)	10492	1.0	1.0	1.44872283645	1.44872283645
measles, genome 29	15894	1.0	1.0	1.48483704543	1.48483704543
measles, genome 29 (rc)	15894	1.0	1.0	1.48483704543	1.48483704543
measles, genome 30	15894	1.0	1.0	1.56033723418	1.56033723418
measles, genome 30 (rc)	15894	1.0	1.0	1.56033723418	1.56033723418
measles, genome 31	15894	1.0	1.0	1.48483704543	1.48483704543
measles, genome 31 (rc)	15894	1.0	1.0	1.48483704543	1.48483704543
measles, genome 32	15894	1.0	1.0	1.49112872782	1.49112872782
measles, genome 32 (rc)	15894	1.0	1.0	1.49112872782	1.49112872782
measles, genome 33	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 33 (rc)	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 34	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 34 (rc)	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 35	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 35 (rc)	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 36	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 36 (rc)	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 37	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 37 (rc)	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 38	15894	1.0	1.0	1.56033723418	1.56033723418
measles, genome 38 (rc)	15894	1.0	1.0	1.56033723418	1.56033723418
measles, genome 39	15894	1.0	1.0	1.48483704543	1.48483704543
measles, genome 39 (rc)	15894	1.0	1.0	1.48483704543	1.48483704543
measles, genome 40	15894	1.0	1.0	1.49112872782	1.49112872782
measles, genome 40 (rc)	15894	1.0	1.0	1.49112872782	1.49112872782
measles, genome 41	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 41 (rc)	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 42	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 42 (rc)	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 43	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 43 (rc)	15894	1.0	1.0	1.51000377501	1.51000377501
measles, genome 44	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 44 (rc)	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 45	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 45 (rc)	15894	1.0	1.0	1.49742041022	1.49742041022
measles, genome 46	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 46 (rc)	15894	1.0	1.0	1.50371209261	1.50371209261
measles, genome 47	15894	1.0	1.0	1.40304517428	1.40304517428
measles, genome 47 (rc)	15894	1.0	1.0	1.40304517428	1.40304517428
measles, genome 48	15894	1.0	1.0	1.44079526865	1.44079526865
measles, genome 48 (rc)	15894	1.0	1.0	1.44079526865	1.44079526865
measles, genome 49	15894	1.0	1.0	1.47854536303	1.47854536303
measles, genome 49 (rc)	15894	1.0	1.0	1.47854536303	1.47854536303
measles, genome 50	15894	1.0	1.0	1.39046180949	1.39046180949
measles, genome 50 (rc)	15894	1.0	1.0	1.39046180949	1.39046180949
measles, genome 51	15894	1.0	1.0	1.40933685668	1.40933685668
measles, genome 51 (rc)	15894	1.0	1.0	1.40933685668	1.40933685668
measles, genome 52	15894	1.0	1.0	1.28350320876	1.28350320876
measles, genome 52 (rc)	15894	1.0	1.0	1.28350320876	1.28350320876
